job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI04260,Computer Vision Engineer,137662,EUR,SE,FL,Germany,M,Germany,100,"Linux, Hadoop, MLOps, PyTorch, Java",Bachelor,7,Retail,2024-06-26,2024-07-29,1794,6.2,TechCorp Inc
AI04261,Computer Vision Engineer,71271,USD,EN,FT,Sweden,L,Sweden,100,"Python, Scala, Git",Associate,0,Energy,2024-07-25,2024-09-08,848,5.8,Predictive Systems
AI04262,AI Architect,160162,USD,EX,FT,United States,M,Switzerland,0,"Computer Vision, TensorFlow, Git, Docker, NLP",Bachelor,14,Telecommunications,2024-09-25,2024-10-30,869,5.9,Smart Analytics
AI04263,AI Consultant,144584,GBP,EX,FT,United Kingdom,M,United Kingdom,0,"PyTorch, NLP, Tableau, Hadoop",Master,15,Media,2024-06-11,2024-07-30,803,6.9,DeepTech Ventures
AI04264,AI Research Scientist,142644,EUR,SE,FL,Germany,L,Germany,0,"Python, Spark, Linux, NLP",PhD,9,Finance,2024-10-27,2024-11-28,1025,8.3,Advanced Robotics
AI04265,Machine Learning Engineer,212400,USD,SE,FT,Switzerland,M,Switzerland,100,"MLOps, PyTorch, Azure, Hadoop",Associate,7,Real Estate,2024-04-15,2024-06-12,993,5.3,Cloud AI Solutions
AI04266,AI Consultant,271706,USD,EX,FT,Norway,S,Norway,100,"Java, Docker, Azure, R",Bachelor,13,Technology,2024-07-03,2024-09-02,778,7.4,DeepTech Ventures
AI04267,NLP Engineer,145552,USD,EX,FT,South Korea,S,South Korea,50,"Kubernetes, Statistics, Python, GCP, Spark",Associate,11,Transportation,2024-01-07,2024-03-14,801,8,Machine Intelligence Group
AI04268,AI Architect,111730,USD,SE,CT,Sweden,M,Sweden,50,"R, NLP, SQL",PhD,7,Consulting,2024-07-27,2024-09-27,1582,5.4,DataVision Ltd
AI04269,Research Scientist,91334,USD,EN,FT,Norway,M,Norway,50,"Java, Hadoop, Scala",Associate,0,Education,2024-08-18,2024-09-11,1070,7.6,Digital Transformation LLC
AI04270,AI Specialist,147669,USD,EX,CT,Finland,M,Finland,0,"Linux, Data Visualization, NLP, GCP, Docker",Master,11,Finance,2024-11-08,2024-12-27,531,5.4,AI Innovations
AI04271,Robotics Engineer,57994,USD,EN,CT,Ireland,L,Ireland,50,"GCP, Git, R",PhD,0,Gaming,2024-07-26,2024-09-16,2336,5.6,Machine Intelligence Group
AI04272,AI Research Scientist,70385,EUR,EN,PT,Germany,S,United Kingdom,100,"AWS, Python, Tableau, Data Visualization, Mathematics",Bachelor,0,Manufacturing,2025-04-10,2025-06-02,2182,8.5,Machine Intelligence Group
AI04273,AI Product Manager,183624,USD,SE,PT,United States,L,United States,100,"Scala, Linux, MLOps",PhD,7,Government,2024-08-22,2024-10-24,1627,8,TechCorp Inc
AI04274,Autonomous Systems Engineer,79220,USD,SE,CT,Finland,M,Denmark,0,"PyTorch, TensorFlow, Kubernetes, Computer Vision",PhD,5,Media,2024-09-06,2024-11-03,2069,8.9,Digital Transformation LLC
AI04275,Principal Data Scientist,150208,USD,EX,FL,Austria,L,Austria,100,"Python, NLP, R",PhD,14,Healthcare,2024-01-10,2024-01-28,760,9.9,Quantum Computing Inc
AI04276,ML Ops Engineer,87517,USD,SE,FT,Israel,L,Israel,100,"Java, Python, Spark, Azure, Computer Vision",Master,7,Government,2024-06-30,2024-09-03,1560,8.8,Algorithmic Solutions
AI04277,AI Architect,63250,USD,EN,PT,South Korea,L,Singapore,50,"MLOps, GCP, Linux, Python, Docker",PhD,1,Energy,2024-10-13,2024-11-04,2202,8.5,Advanced Robotics
AI04278,Data Analyst,161808,USD,SE,PT,Switzerland,S,Netherlands,0,"SQL, Scala, Git, Azure, Spark",PhD,6,Gaming,2024-07-13,2024-07-31,549,8.5,Neural Networks Co
AI04279,Robotics Engineer,64676,EUR,EN,FT,Germany,S,France,100,"Java, Kubernetes, Data Visualization, GCP",PhD,0,Automotive,2024-07-31,2024-10-03,2321,9,Cognitive Computing
AI04280,AI Architect,290386,USD,EX,PT,Sweden,L,Sweden,50,"Spark, Java, Tableau, Deep Learning, R",PhD,10,Real Estate,2024-02-18,2024-04-14,1836,5,Neural Networks Co
AI04281,Machine Learning Researcher,195026,USD,EX,FL,Singapore,S,Japan,100,"PyTorch, Deep Learning, R, Computer Vision, GCP",Bachelor,18,Manufacturing,2024-10-05,2024-12-04,926,7.5,TechCorp Inc
AI04282,Machine Learning Researcher,48056,USD,EN,PT,China,M,China,0,"MLOps, PyTorch, Hadoop, Mathematics",Master,0,Telecommunications,2024-11-21,2025-01-18,1376,8.8,AI Innovations
AI04283,AI Research Scientist,108083,GBP,SE,FL,United Kingdom,S,United Kingdom,0,"Kubernetes, Scala, Data Visualization, Hadoop, Mathematics",PhD,9,Media,2024-03-03,2024-03-26,819,6.2,Predictive Systems
AI04284,Computer Vision Engineer,65824,USD,EN,CT,Australia,M,Australia,100,"Statistics, Tableau, AWS",Master,0,Telecommunications,2025-04-05,2025-05-21,1332,5.9,Future Systems
AI04285,Autonomous Systems Engineer,50472,USD,MI,CT,China,S,China,50,"Tableau, Git, Python",Master,2,Technology,2024-10-22,2024-11-24,1262,6.3,DataVision Ltd
AI04286,Head of AI,95565,USD,MI,FT,Denmark,M,Denmark,100,"Azure, Git, Kubernetes, MLOps, SQL",Associate,4,Media,2025-03-22,2025-04-16,2202,8.7,Algorithmic Solutions
AI04287,AI Architect,62288,EUR,EN,PT,Netherlands,M,Netherlands,50,"NLP, Git, Docker, SQL",Associate,0,Retail,2024-09-10,2024-10-29,1607,7.3,Advanced Robotics
AI04288,Head of AI,97857,USD,SE,FT,Israel,M,China,50,"Hadoop, PyTorch, NLP, Computer Vision",Associate,9,Manufacturing,2024-04-20,2024-05-06,628,7.2,Cloud AI Solutions
AI04289,Research Scientist,208249,USD,EX,PT,Sweden,S,Sweden,0,"Python, Tableau, GCP",PhD,16,Finance,2024-09-24,2024-11-30,1219,8.2,Future Systems
AI04290,AI Product Manager,54457,USD,EN,PT,South Korea,M,United States,100,"Spark, Java, Python, TensorFlow, Statistics",PhD,0,Technology,2024-05-20,2024-07-02,1952,8,Algorithmic Solutions
AI04291,AI Research Scientist,85210,EUR,MI,PT,France,L,Canada,100,"SQL, Computer Vision, MLOps, PyTorch, Data Visualization",Master,3,Energy,2024-07-04,2024-08-11,1637,8,Quantum Computing Inc
AI04292,Robotics Engineer,107679,USD,SE,CT,Singapore,S,Singapore,100,"Data Visualization, Deep Learning, SQL",Associate,6,Telecommunications,2025-04-04,2025-06-01,670,6.4,Algorithmic Solutions
AI04293,Research Scientist,92786,USD,SE,CT,South Korea,S,South Korea,100,"PyTorch, Python, Hadoop, Java",Master,9,Transportation,2024-12-25,2025-01-16,874,6.1,Machine Intelligence Group
AI04294,Computer Vision Engineer,44279,USD,EN,FT,Canada,S,Canada,50,"Kubernetes, Computer Vision, Azure, GCP, Python",Master,0,Automotive,2025-03-09,2025-04-10,1295,9.9,Predictive Systems
AI04295,AI Specialist,43387,USD,EN,FT,Austria,M,Austria,50,"Git, Kubernetes, MLOps",Associate,0,Real Estate,2025-02-01,2025-04-07,1819,9.7,Machine Intelligence Group
AI04296,Data Engineer,51745,USD,EN,PT,China,M,China,100,"Deep Learning, PyTorch, Kubernetes, Azure, Mathematics",Master,0,Healthcare,2024-02-02,2024-03-01,1665,7.1,DataVision Ltd
AI04297,Research Scientist,245721,USD,EX,FL,Norway,M,Norway,50,"Python, Computer Vision, PyTorch, GCP, Mathematics",Associate,16,Manufacturing,2025-03-03,2025-04-01,661,5.8,AI Innovations
AI04298,Autonomous Systems Engineer,200850,USD,EX,FT,Canada,M,Canada,50,"TensorFlow, Python, Statistics, Deep Learning, R",Master,18,Consulting,2024-07-02,2024-07-23,2236,6.2,Smart Analytics
AI04299,NLP Engineer,162681,EUR,SE,CT,Netherlands,L,Netherlands,100,"PyTorch, Linux, Computer Vision, GCP, Data Visualization",PhD,7,Transportation,2024-05-26,2024-07-06,1279,6.1,Digital Transformation LLC
AI04300,Data Scientist,80252,USD,MI,CT,India,L,India,100,"Java, R, Tableau, Kubernetes, Spark",Bachelor,2,Retail,2025-04-01,2025-06-11,1853,10,TechCorp Inc
AI04301,AI Research Scientist,137061,USD,SE,PT,Australia,S,Australia,50,"Java, PyTorch, NLP",PhD,5,Education,2024-02-13,2024-03-16,1971,6.9,Future Systems
AI04302,Research Scientist,83972,USD,SE,PT,Japan,S,Japan,100,"TensorFlow, Python, PyTorch, Azure, AWS",Bachelor,7,Energy,2024-11-15,2024-12-28,1785,6.2,Neural Networks Co
AI04303,Data Scientist,230689,USD,EX,FT,Denmark,L,United States,0,"Tableau, SQL, Linux",Master,19,Real Estate,2024-08-06,2024-10-04,1972,6.5,Machine Intelligence Group
AI04304,AI Research Scientist,55665,USD,EN,PT,Canada,L,Canada,100,"MLOps, Tableau, Azure, Linux, Python",Bachelor,0,Healthcare,2024-06-03,2024-06-24,1693,8.4,Smart Analytics
AI04305,Data Analyst,336904,USD,EX,CT,United States,L,United States,0,"Python, TensorFlow, Data Visualization, PyTorch",Master,16,Automotive,2024-03-02,2024-04-27,2075,8.3,Predictive Systems
AI04306,ML Ops Engineer,186132,GBP,EX,FT,United Kingdom,M,United Kingdom,50,"Scala, Deep Learning, MLOps, Computer Vision",PhD,19,Technology,2024-11-17,2024-12-31,823,8.2,DeepTech Ventures
AI04307,AI Research Scientist,181837,EUR,EX,CT,Germany,S,Germany,50,"Linux, GCP, PyTorch",Bachelor,14,Retail,2024-07-07,2024-08-01,870,9.2,Neural Networks Co
AI04308,AI Consultant,117079,EUR,SE,FT,Germany,S,Germany,50,"Java, PyTorch, Azure, Deep Learning, Git",Associate,7,Technology,2024-06-16,2024-07-05,975,8.4,Predictive Systems
AI04309,Machine Learning Researcher,52992,EUR,EN,FT,France,S,France,0,"Kubernetes, Azure, NLP",PhD,1,Finance,2025-04-19,2025-05-08,1083,5.2,Future Systems
AI04310,Autonomous Systems Engineer,66792,USD,EN,FT,Canada,S,Canada,50,"Python, Linux, TensorFlow, MLOps",Bachelor,0,Automotive,2024-06-05,2024-07-29,1000,9.9,Future Systems
AI04311,AI Research Scientist,79685,USD,EN,PT,United States,S,United States,0,"Python, Mathematics, AWS, Computer Vision, Statistics",Bachelor,0,Automotive,2024-10-23,2024-12-01,1342,9.4,DataVision Ltd
AI04312,Principal Data Scientist,135346,EUR,SE,FT,Netherlands,L,Netherlands,0,"R, Scala, Computer Vision, Hadoop",Associate,8,Media,2024-08-02,2024-09-22,1582,6.7,Algorithmic Solutions
AI04313,AI Architect,70438,USD,MI,FT,Finland,M,India,50,"Tableau, Azure, Kubernetes, NLP",Associate,2,Consulting,2024-03-31,2024-04-26,1647,6.6,Cognitive Computing
AI04314,ML Ops Engineer,213820,USD,EX,FT,United States,M,United States,0,"Statistics, SQL, AWS, MLOps, R",Associate,10,Transportation,2024-03-14,2024-05-12,2241,5.7,Quantum Computing Inc
AI04315,AI Product Manager,139192,USD,MI,FL,Switzerland,S,Austria,100,"Kubernetes, Linux, Mathematics",Associate,3,Energy,2024-07-20,2024-08-07,635,9.4,Machine Intelligence Group
AI04316,ML Ops Engineer,55724,GBP,EN,CT,United Kingdom,S,United Kingdom,100,"Tableau, Data Visualization, Scala, Hadoop, NLP",PhD,1,Government,2024-12-21,2025-01-22,1163,7.6,Machine Intelligence Group
AI04317,Data Analyst,48405,USD,EN,FL,Ireland,L,Ireland,50,"PyTorch, Python, Scala, Git",Master,1,Government,2024-04-21,2024-06-08,1600,6.6,Cloud AI Solutions
AI04318,NLP Engineer,48747,USD,EN,CT,South Korea,L,South Korea,100,"TensorFlow, Linux, Spark, Git",Master,0,Healthcare,2024-07-19,2024-08-21,971,6.1,Autonomous Tech
AI04319,AI Product Manager,196953,EUR,EX,CT,Germany,M,Germany,0,"Azure, R, Kubernetes, Mathematics",Associate,14,Manufacturing,2024-02-10,2024-03-03,1693,5.4,Algorithmic Solutions
AI04320,Machine Learning Researcher,256973,USD,EX,CT,Australia,L,Australia,50,"Tableau, GCP, Spark",Associate,11,Transportation,2024-05-30,2024-07-13,857,8.1,Predictive Systems
AI04321,Research Scientist,287618,USD,EX,FT,Switzerland,M,Switzerland,0,"TensorFlow, Python, Tableau, SQL, Mathematics",Associate,12,Education,2024-03-09,2024-05-17,2113,5.5,Cognitive Computing
AI04322,Data Scientist,114915,USD,SE,FT,Singapore,M,Singapore,0,"NLP, Azure, GCP, Java, Tableau",Master,5,Manufacturing,2024-02-10,2024-03-21,2452,8.1,Predictive Systems
AI04323,Autonomous Systems Engineer,88342,GBP,MI,CT,United Kingdom,M,United Kingdom,0,"Statistics, SQL, Scala, R, Data Visualization",Bachelor,3,Healthcare,2025-02-02,2025-03-29,2392,6.7,Machine Intelligence Group
AI04324,AI Consultant,168327,EUR,SE,FL,Germany,L,Germany,0,"Scala, Computer Vision, Data Visualization",Associate,9,Automotive,2024-04-11,2024-06-19,1028,8.4,Future Systems
AI04325,Machine Learning Researcher,46456,USD,EN,CT,Ireland,L,Ireland,50,"Tableau, Python, NLP, Kubernetes",Associate,1,Gaming,2024-12-03,2025-02-05,1098,9,AI Innovations
AI04326,Deep Learning Engineer,76025,USD,SE,FT,Japan,M,Japan,100,"Kubernetes, TensorFlow, Tableau, Linux",PhD,5,Consulting,2024-08-08,2024-10-13,1652,8.9,TechCorp Inc
AI04327,AI Product Manager,108304,USD,SE,CT,Singapore,M,Singapore,50,"TensorFlow, PyTorch, Docker, Scala",Master,6,Gaming,2024-02-27,2024-03-15,1672,8.1,Cognitive Computing
AI04328,Data Scientist,67333,USD,MI,CT,Finland,M,Finland,0,"Deep Learning, Linux, GCP",Master,4,Manufacturing,2024-02-05,2024-03-27,1392,5.5,Cognitive Computing
AI04329,ML Ops Engineer,169455,USD,SE,PT,Denmark,L,Japan,0,"Linux, PyTorch, Statistics, Mathematics, R",Associate,8,Gaming,2025-02-23,2025-03-13,2314,7.9,Predictive Systems
AI04330,Research Scientist,122156,USD,EX,CT,Israel,M,Israel,0,"PyTorch, TensorFlow, Linux, Azure, Python",Bachelor,17,Gaming,2024-01-19,2024-02-10,697,9,Future Systems
AI04331,AI Architect,118183,USD,SE,FT,South Korea,L,South Korea,50,"Java, Kubernetes, Tableau, Azure, Statistics",PhD,9,Education,2025-03-23,2025-04-08,1283,7.5,Neural Networks Co
AI04332,AI Architect,105631,USD,EX,CT,China,S,Ireland,100,"Java, Mathematics, Hadoop, AWS, Git",Master,12,Media,2024-05-08,2024-06-08,824,6.2,Algorithmic Solutions
AI04333,AI Architect,243179,USD,EX,CT,United States,S,United States,50,"Scala, PyTorch, AWS",Associate,17,Gaming,2024-04-22,2024-05-12,1641,6.7,Digital Transformation LLC
AI04334,AI Research Scientist,299049,USD,EX,CT,Denmark,L,Denmark,50,"Kubernetes, Python, Statistics, Data Visualization, PyTorch",Associate,19,Retail,2024-07-24,2024-09-27,1933,5.7,Future Systems
AI04335,AI Consultant,156301,USD,EX,FT,Finland,S,France,0,"R, Java, AWS, Python, Computer Vision",Bachelor,11,Telecommunications,2024-09-09,2024-10-12,913,6.4,Quantum Computing Inc
AI04336,Machine Learning Researcher,307943,USD,EX,FT,Switzerland,L,Ireland,100,"TensorFlow, Hadoop, Statistics, Python",PhD,12,Real Estate,2025-04-05,2025-06-09,530,5.1,Neural Networks Co
AI04337,AI Software Engineer,56392,USD,EN,CT,China,M,China,50,"Java, Mathematics, NLP",Bachelor,0,Healthcare,2024-12-22,2025-03-03,1141,5.2,Machine Intelligence Group
AI04338,Robotics Engineer,64086,USD,MI,FL,South Korea,M,South Korea,100,"TensorFlow, Python, Data Visualization, Java",Bachelor,2,Finance,2025-02-08,2025-04-19,2439,5.8,Quantum Computing Inc
AI04339,AI Research Scientist,94837,USD,SE,FL,India,M,Japan,50,"Python, Linux, Computer Vision, SQL, GCP",Master,7,Retail,2024-07-04,2024-07-29,1714,8.5,Autonomous Tech
AI04340,NLP Engineer,152424,GBP,SE,CT,United Kingdom,L,United Kingdom,50,"Hadoop, Kubernetes, Linux, Python",Master,8,Media,2024-07-29,2024-08-22,560,9.4,Cognitive Computing
AI04341,Head of AI,86436,USD,EN,CT,Denmark,L,Denmark,50,"AWS, Tableau, Java",Associate,1,Manufacturing,2024-08-02,2024-09-09,1519,8.9,Neural Networks Co
AI04342,Machine Learning Engineer,47595,USD,EN,CT,Finland,M,Singapore,0,"Statistics, SQL, TensorFlow, Kubernetes, Deep Learning",PhD,0,Retail,2024-09-21,2024-11-20,693,6.4,Advanced Robotics
AI04343,Head of AI,92619,USD,MI,FT,Canada,M,United States,0,"Data Visualization, Scala, SQL, Computer Vision",PhD,4,Automotive,2024-02-05,2024-03-20,1110,8.4,Quantum Computing Inc
AI04344,NLP Engineer,64449,USD,EN,FL,Australia,S,Australia,100,"Hadoop, Python, Azure, Statistics",PhD,0,Gaming,2025-04-13,2025-05-07,1691,5.4,Machine Intelligence Group
AI04345,Data Engineer,53290,USD,EN,PT,Canada,M,United Kingdom,50,"Kubernetes, Azure, Docker, Computer Vision",PhD,1,Healthcare,2024-11-19,2025-01-03,703,8,Cognitive Computing
AI04346,Head of AI,60704,EUR,EN,PT,Germany,M,Germany,0,"MLOps, Data Visualization, Java",PhD,0,Automotive,2025-02-07,2025-02-26,2208,7.6,Autonomous Tech
AI04347,AI Research Scientist,122874,USD,SE,PT,Sweden,M,Sweden,50,"SQL, Linux, Statistics, AWS",Master,5,Energy,2024-03-13,2024-04-22,812,5.6,Cognitive Computing
AI04348,Head of AI,245376,USD,SE,CT,Switzerland,L,Switzerland,50,"Deep Learning, Azure, MLOps",Bachelor,9,Manufacturing,2025-02-06,2025-04-16,1415,7.8,DataVision Ltd
AI04349,Principal Data Scientist,128234,USD,MI,PT,United States,L,Ireland,0,"Python, Hadoop, MLOps",PhD,4,Finance,2024-01-21,2024-04-03,1858,8.6,Cognitive Computing
AI04350,Deep Learning Engineer,66947,EUR,EN,CT,Netherlands,M,Ireland,50,"Spark, Kubernetes, Statistics, Tableau, R",Bachelor,1,Gaming,2025-02-25,2025-03-28,1600,5.4,AI Innovations
AI04351,Machine Learning Engineer,36862,USD,EN,PT,Israel,M,Israel,50,"Python, GCP, Spark",Bachelor,1,Media,2024-08-25,2024-10-30,1072,8.6,Smart Analytics
AI04352,AI Consultant,132851,USD,SE,CT,Singapore,S,China,50,"Python, Linux, Data Visualization, Scala",PhD,8,Telecommunications,2024-05-17,2024-06-08,1133,5.6,Machine Intelligence Group
AI04353,AI Architect,120584,USD,SE,PT,South Korea,L,South Korea,0,"Python, Statistics, Deep Learning, TensorFlow",Associate,5,Education,2024-11-16,2025-01-11,1818,8,Predictive Systems
AI04354,Data Engineer,237736,GBP,EX,PT,United Kingdom,S,Australia,0,"R, SQL, Java, AWS",Master,13,Technology,2025-03-17,2025-05-03,2377,7.9,DataVision Ltd
AI04355,Data Engineer,48705,USD,EN,CT,China,S,Australia,0,"Data Visualization, Python, Tableau, Linux, GCP",Associate,1,Manufacturing,2024-01-30,2024-03-01,2017,7.9,Digital Transformation LLC
AI04356,Robotics Engineer,63024,EUR,EN,CT,Germany,S,Germany,0,"SQL, Git, Scala, R, Java",PhD,1,Automotive,2024-04-05,2024-06-15,851,8,Autonomous Tech
AI04357,Data Scientist,205645,USD,SE,PT,Switzerland,L,Switzerland,50,"Data Visualization, Computer Vision, Tableau, Linux, AWS",Master,7,Retail,2024-11-19,2024-12-11,1229,7.2,Digital Transformation LLC
AI04358,AI Software Engineer,288269,USD,EX,FL,Denmark,S,Denmark,100,"Git, Spark, TensorFlow, Kubernetes",Associate,13,Education,2024-10-05,2024-12-08,1212,8.4,Smart Analytics
AI04359,Data Analyst,103493,GBP,MI,CT,United Kingdom,M,United Kingdom,0,"Spark, SQL, Computer Vision, GCP",PhD,4,Real Estate,2025-03-13,2025-05-19,567,7.7,Digital Transformation LLC
AI04360,AI Software Engineer,54302,USD,EN,CT,Finland,M,Finland,100,"NLP, Data Visualization, Tableau",Master,0,Telecommunications,2024-03-20,2024-04-03,1259,8.9,Future Systems
AI04361,Computer Vision Engineer,100450,USD,SE,PT,China,M,China,50,"Git, Azure, Data Visualization, Python, TensorFlow",Master,7,Telecommunications,2024-09-01,2024-11-07,1133,9.6,Algorithmic Solutions
AI04362,AI Software Engineer,97985,USD,SE,CT,Canada,S,Canada,50,"Docker, Python, Spark",Associate,8,Transportation,2025-02-04,2025-04-14,625,7.1,Predictive Systems
AI04363,AI Architect,63531,USD,MI,FT,South Korea,M,Norway,50,"GCP, AWS, Spark, SQL",Master,4,Consulting,2024-02-23,2024-03-26,997,7.8,Cloud AI Solutions
AI04364,Data Scientist,65017,USD,EN,FT,Singapore,M,Singapore,50,"SQL, Spark, NLP, Deep Learning",PhD,1,Automotive,2024-01-02,2024-02-17,1320,5.1,Autonomous Tech
AI04365,Head of AI,281028,USD,EX,CT,Denmark,L,Denmark,100,"MLOps, Scala, Spark, SQL, TensorFlow",Master,19,Education,2025-04-27,2025-05-21,2242,7.6,Neural Networks Co
AI04366,AI Architect,94606,EUR,EN,FL,Netherlands,L,Netherlands,100,"Spark, Python, Scala",Bachelor,1,Automotive,2024-12-06,2025-02-13,1114,8.3,Autonomous Tech
AI04367,Head of AI,147092,USD,SE,PT,Canada,L,Canada,0,"SQL, Deep Learning, AWS, Computer Vision",PhD,7,Manufacturing,2024-10-03,2024-11-19,2094,5.5,Cloud AI Solutions
AI04368,Robotics Engineer,139104,USD,EX,PT,Japan,S,Japan,0,"MLOps, Hadoop, Python, Computer Vision, Scala",PhD,19,Real Estate,2024-03-10,2024-04-22,708,5.4,Digital Transformation LLC
AI04369,Deep Learning Engineer,214903,USD,SE,CT,Switzerland,L,Switzerland,0,"TensorFlow, Git, Spark, Python",Bachelor,6,Retail,2024-08-23,2024-10-01,1608,5.5,Algorithmic Solutions
AI04370,AI Product Manager,102336,EUR,SE,CT,Netherlands,S,China,0,"Data Visualization, NLP, Deep Learning, Git",Bachelor,8,Consulting,2025-04-29,2025-06-20,1932,6.7,TechCorp Inc
AI04371,Machine Learning Researcher,133042,USD,SE,FT,Sweden,M,Netherlands,100,"Git, Kubernetes, Tableau",PhD,9,Manufacturing,2024-02-02,2024-04-10,1266,5.2,Future Systems
AI04372,ML Ops Engineer,62071,USD,EN,CT,Norway,S,United States,50,"SQL, Statistics, Hadoop, Scala, PyTorch",Master,1,Technology,2024-11-19,2025-01-06,1829,9.6,Cloud AI Solutions
AI04373,Autonomous Systems Engineer,141172,USD,SE,PT,United States,S,United States,0,"Git, Scala, Mathematics, Python, GCP",Bachelor,8,Gaming,2025-01-26,2025-03-29,1320,9,Quantum Computing Inc
AI04374,Data Engineer,83080,USD,SE,CT,Japan,S,Japan,0,"Spark, Kubernetes, NLP",PhD,6,Transportation,2024-10-06,2024-12-07,1791,7,Digital Transformation LLC
AI04375,AI Research Scientist,238538,USD,EX,CT,Singapore,M,Singapore,100,"Scala, Python, Hadoop, MLOps, TensorFlow",Bachelor,14,Telecommunications,2025-04-04,2025-06-13,1327,5.9,Future Systems
AI04376,Principal Data Scientist,171204,USD,EX,PT,China,M,China,0,"SQL, Spark, Java, Python",Master,18,Telecommunications,2024-05-13,2024-06-06,2406,7.8,Smart Analytics
AI04377,ML Ops Engineer,191773,USD,EX,PT,South Korea,L,South Korea,50,"Kubernetes, Deep Learning, Tableau, Scala, NLP",Master,11,Finance,2024-10-28,2024-12-18,1495,9,Quantum Computing Inc
AI04378,Deep Learning Engineer,52847,USD,MI,FL,Japan,M,United Kingdom,50,"Computer Vision, SQL, Data Visualization, Tableau, Scala",Associate,2,Real Estate,2024-11-08,2024-12-26,1621,5.1,Cloud AI Solutions
AI04379,AI Specialist,173958,USD,EX,FL,Finland,L,Ireland,100,"Scala, PyTorch, Mathematics, Deep Learning, Spark",PhD,11,Automotive,2024-05-17,2024-07-07,1235,6.9,Advanced Robotics
AI04380,AI Specialist,67720,USD,MI,FT,South Korea,S,South Korea,0,"SQL, Scala, Data Visualization, Linux, GCP",Master,4,Retail,2024-08-29,2024-10-29,1031,9.9,Quantum Computing Inc
AI04381,ML Ops Engineer,171616,EUR,SE,CT,Netherlands,L,Netherlands,100,"Python, TensorFlow, AWS, GCP, PyTorch",Master,6,Transportation,2024-10-09,2024-12-11,1606,5.6,DataVision Ltd
AI04382,Data Analyst,91188,USD,EX,CT,Japan,S,Japan,50,"Python, Kubernetes, Linux, TensorFlow",Bachelor,18,Real Estate,2024-11-09,2024-11-29,2138,9.1,Cloud AI Solutions
AI04383,AI Software Engineer,80853,EUR,MI,PT,Netherlands,M,United Kingdom,50,"R, Python, Statistics",Master,4,Telecommunications,2024-07-18,2024-09-13,1726,9.2,Autonomous Tech
AI04384,AI Specialist,64559,USD,EN,FT,Japan,L,Japan,100,"Hadoop, R, Git",Master,1,Retail,2025-02-19,2025-05-03,2164,9.8,TechCorp Inc
AI04385,AI Consultant,73723,USD,MI,FT,Ireland,M,Ireland,100,"GCP, Statistics, Kubernetes",Bachelor,4,Energy,2024-06-29,2024-07-29,660,7.9,Algorithmic Solutions
AI04386,Machine Learning Researcher,135291,USD,EX,FT,Israel,S,Israel,50,"Mathematics, Tableau, Scala, Data Visualization, MLOps",Master,12,Consulting,2025-01-21,2025-02-13,832,7.6,Digital Transformation LLC
AI04387,Data Scientist,248290,EUR,EX,PT,Netherlands,M,Ireland,100,"Linux, Python, Tableau, TensorFlow",Bachelor,18,Retail,2024-11-08,2024-12-12,753,6.5,Smart Analytics
AI04388,AI Consultant,211982,USD,SE,CT,Norway,L,India,50,"Scala, SQL, R",PhD,9,Manufacturing,2024-09-12,2024-10-19,1543,10,TechCorp Inc
AI04389,AI Research Scientist,152444,EUR,SE,FL,France,L,Austria,100,"NLP, Linux, SQL, AWS, Mathematics",Bachelor,5,Consulting,2025-01-20,2025-03-22,1079,7.7,AI Innovations
AI04390,Data Scientist,126016,EUR,MI,FL,Netherlands,L,Netherlands,100,"Scala, AWS, Java, Hadoop",Associate,3,Telecommunications,2025-04-19,2025-05-29,1162,8.6,Algorithmic Solutions
AI04391,Head of AI,70995,USD,SE,CT,Israel,S,Israel,50,"Kubernetes, GCP, Computer Vision, MLOps, Scala",Bachelor,6,Telecommunications,2024-05-04,2024-06-02,595,8.3,Future Systems
AI04392,Head of AI,88371,USD,MI,CT,Austria,L,United States,100,"Kubernetes, Deep Learning, R, MLOps",PhD,4,Transportation,2025-01-11,2025-03-23,1908,6.5,AI Innovations
AI04393,Data Scientist,76120,USD,EN,FL,Denmark,M,Denmark,50,"R, Java, Deep Learning, SQL, Tableau",Associate,0,Telecommunications,2024-10-28,2024-11-24,1293,8.7,DataVision Ltd
AI04394,AI Software Engineer,81554,USD,SE,FT,Finland,S,Finland,100,"Hadoop, Linux, R",Bachelor,9,Manufacturing,2024-08-25,2024-10-09,2491,6.5,TechCorp Inc
AI04395,Data Analyst,64945,EUR,EN,CT,Germany,S,Germany,50,"Hadoop, Kubernetes, SQL",Master,0,Government,2024-02-21,2024-04-22,2202,7.4,Autonomous Tech
AI04396,Deep Learning Engineer,170760,USD,EX,PT,Israel,M,Israel,100,"NLP, Kubernetes, Python",Bachelor,19,Manufacturing,2024-01-24,2024-02-21,1959,7.8,DeepTech Ventures
AI04397,AI Research Scientist,55611,USD,EN,CT,Singapore,M,Singapore,0,"Scala, GCP, Spark, Deep Learning",Associate,0,Energy,2024-12-18,2025-01-06,780,9.6,Cloud AI Solutions
AI04398,AI Software Engineer,47575,USD,EN,FL,Japan,M,Japan,0,"Spark, Deep Learning, Scala",PhD,0,Retail,2024-05-29,2024-06-18,1714,5,DataVision Ltd
